Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
10.745231,10.984534,0.239303,core 5 cpu_idle,0.003613235997
10.984534,10.984591,5.69999992877e-05,core 5 cpu_frequency,2.27701545154e-05
10.984591,23.267614,12.283023,core 5 cpu_idle,0.185461364277
23.267614,23.268093,0.000479000000269,core 5 cpu_frequency,0.000191349195707
23.268093,23.324,0.0559069999999,core 5 cpu_idle,0.000844139792999
0.0,8.16069,8.16069,core 6 cpu_idle start,0.12321825831
8.16069,22.186599,14.025909,core 6 cpu_idle,0.211777199991
22.186599,22.186795,0.00019599999996,core 6 cpu_frequency,7.8297374384e-05
22.186795,23.324,1.137205,core 6 cpu_idle,0.017170658295
0.0,7.95023,7.95023,core 7 cpu_idle start,0.12004052277
7.95023,22.186608,14.236378,core 7 cpu_idle,0.214955071422
22.186608,22.199334,0.0127259999999,core 7 cpu_frequency,0.00508373666637
22.199334,23.324,1.124666,core 7 cpu_idle,0.016981331934
